key,group,type,default,secret,required,editable_by,approval,snapshot_on_business,runtime_reload,description,enum,lifecycle,required_in,reload_strategy,restart_required,secret_ref_policy,validator,owner,change_risk,rollback_supported,schema_version,display_name,ui_group,control_type,unit,min_value,max_value,step,pattern,option_source,help_text,risk_prompt,visible_when,enabled_when,dependency_keys,cross_field_rule_ids,approver_role,impact_scope,preview_strategy,rollback_strategy,audit_event,ui_order,ui_schema_version,maturity
content.team_leader_per_account,content,integer,1,False,False,"['content_ops', 'operations_admin']",NONE,False,True,每账号团队长资料数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,content_owner,MEDIUM,True,1,每账号团队长资料数,内容与发布,NUMBER_INPUT,,,,,,none,每账号团队长资料数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-006;CFG-RULE-007;CFG-RULE-008,content_ops_lead,内容与发布领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.content.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.default_view_seconds,red_packet,integer,20,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,默认浏览秒数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,默认浏览秒数,红包广告 / default view seconds,NUMBER_INPUT,秒,1,2592000,1,,none,默认浏览秒数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.reservation_min_seconds,red_packet,integer,90,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,默认红包名额锁定秒,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,默认红包名额锁定秒,红包广告 / reservation min seconds,NUMBER_INPUT,秒,1,2592000,1,,none,默认红包名额锁定秒。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.unit_amount_min_cent,red_packet,integer,5,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,最低单个金额分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,最低单个金额分,红包广告 / unit amount min cent,NUMBER_INPUT,分,0,1000000000,1,,none,最低单个金额分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.unit_amount_max_cent,red_packet,integer,2000,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,最高单个金额分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,最高单个金额分,红包广告 / unit amount max cent,NUMBER_INPUT,分,0,1000000000,1,,none,最高单个金额分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.min_count,red_packet,integer,10,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,最低红包数量,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,最低红包数量,红包广告 / min count,NUMBER_INPUT,个/次,0,1000000,1,,none,最低红包数量。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.service_fee_bps,red_packet,integer,1000,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,服务费基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,HIGH,True,1,服务费基点,红包广告 / service fee bps,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,服务费基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,6,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.one_active_per_content,red_packet,boolean,True,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,一个内容一个活动,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,一个内容一个活动,红包广告 / one active per content,SWITCH,,,,,,none,一个内容一个活动。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,7,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.allow_raise_unit_amount,red_packet,boolean,True,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,允许提高剩余单价,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,允许提高剩余单价,红包广告 / allow raise unit amount,SWITCH,,,,,,none,允许提高剩余单价。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,8,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.allow_refund,red_packet,boolean,False,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,红包不退款,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,红包不退款,红包广告 / allow refund,SWITCH,,,,,,none,红包不退款。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,9,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.top_duration_seconds,props,integer,86400,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,置顶卡24小时,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,置顶卡24小时,道具,NUMBER_INPUT,秒,1,2592000,1,,none,置顶卡24小时。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.headline_duration_seconds,props,integer,86400,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,头条卡24小时,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,头条卡24小时,道具,NUMBER_INPUT,秒,1,2592000,1,,none,头条卡24小时。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
