字段ID,页面ID,平台,页面,区域,字段键,显示名称,字段角色,语义类型,控件类型,数据来源,必填条件,显示条件,可编辑条件,校验规则,默认值,选项来源,敏感级别,脱敏规则,帮助说明,错误提示,排序,关联operationId,成熟度
FLD-00334,SCR-LIST-002,ANDROID,App列表,页面头部,pageTitle,页面标题,UI_META,ui,TEXT,LOCAL_UI,必需,按页面状态显示,本地UI字段不可写入业务事实,按页面模板,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,页面标题不符合页面规格,1,,FROZEN_V1.2.2
FLD-00335,SCR-LIST-002,ANDROID,App列表,筛选区,filterSummary,当前筛选条件,UI_META,ui,FILTER_SUMMARY,LOCAL_UI,有筛选时显示,按页面状态显示,本地UI字段不可写入业务事实,按页面模板,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,当前筛选条件不符合页面规格,2,,FROZEN_V1.2.2
FLD-00336,SCR-LIST-002,ANDROID,App列表,列表摘要,resultCount,结果数量,UI_META,ui,NUMBER_TEXT,LOCAL_UI,服务端提供时显示,按页面状态显示,本地UI字段不可写入业务事实,≥0,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,结果数量不符合页面规格,3,,FROZEN_V1.2.2
FLD-00337,SCR-LIST-002,ANDROID,App列表,内容区,emptyStateReason,空状态原因,UI_META,ui,EMPTY_STATE,LOCAL_UI,结果为空时必需,按页面状态显示,本地UI字段不可写入业务事实,按页面模板,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,空状态原因不符合页面规格,4,,FROZEN_V1.2.2
FLD-00338,SCR-LIST-002,ANDROID,App列表,路由与筛选,page,页码,FILTER,integer,NUMBER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,≥1,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,页码；游标接口可忽略,页码格式或范围不正确,5,contentGetContents,FROZEN_V1.2.2
FLD-00339,SCR-LIST-002,ANDROID,App列表,路由与筛选,pageSize,每页数量,FILTER,integer,NUMBER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,≥1；≤100,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,每页数量,每页数量格式或范围不正确,6,contentGetContents,FROZEN_V1.2.2
FLD-00340,SCR-LIST-002,ANDROID,App列表,路由与筛选,cursor,游标,FILTER,string,FILTER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,最多256字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,游标；与page二选一,游标格式或范围不正确,7,contentGetContents,FROZEN_V1.2.2
FLD-00341,SCR-LIST-002,ANDROID,App列表,路由与筛选,status,状态,FILTER,string,FILTER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,状态筛选,状态格式或范围不正确,8,contentGetContents,FROZEN_V1.2.2
FLD-00342,SCR-LIST-002,ANDROID,App列表,路由与筛选,keyword,关键词,FILTER,string,FILTER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,最多100字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,关键词筛选,关键词格式或范围不正确,9,contentGetContents,FROZEN_V1.2.2
FLD-00343,SCR-LIST-002,ANDROID,App列表,路由与筛选,sort,排序,FILTER,string,FILTER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,白名单排序字段，例如 createdAt:desc,排序格式或范围不正确,10,contentGetContents,FROZEN_V1.2.2
FLD-00344,SCR-LIST-002,ANDROID,App列表,路由与筛选,contentType,内容类型,FILTER,string,SELECT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,枚举:PROJECT/APP/GROUP_CHAT/TEAM_LEADER,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,内容类型格式或范围不正确,11,contentGetContents,FROZEN_V1.2.2
FLD-00345,SCR-LIST-002,ANDROID,App列表,路由与筛选,categoryCode,分类,FILTER,string,FILTER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,分类格式或范围不正确,12,contentGetContents,FROZEN_V1.2.2
FLD-00346,SCR-LIST-002,ANDROID,App列表,路由与筛选,regionCode,地区,FILTER,string,FILTER_INPUT,contentGetContents.query,可选；仅在对应操作/筛选时提交,执行“统一内容列表”时显示,用户具备权限且页面状态允许,最多32字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,地区格式或范围不正确,13,contentGetContents,FROZEN_V1.2.2
FLD-00347,SCR-LIST-002,ANDROID,App列表,表单输入,page,页码,INPUT,integer,NUMBER_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,≥1,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,页码；游标接口可忽略,页码不符合要求,14,contentGetContents,FROZEN_V1.2.2
FLD-00348,SCR-LIST-002,ANDROID,App列表,表单输入,pageSize,每页数量,INPUT,integer,NUMBER_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,≥1；≤100,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,每页数量,每页数量不符合要求,15,contentGetContents,FROZEN_V1.2.2
FLD-00349,SCR-LIST-002,ANDROID,App列表,表单输入,cursor,游标,INPUT,string,TEXT_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,最多256字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,游标；与page二选一,游标不符合要求,16,contentGetContents,FROZEN_V1.2.2
FLD-00350,SCR-LIST-002,ANDROID,App列表,表单输入,status,状态,INPUT,string,TEXT_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,状态筛选,状态不符合要求,17,contentGetContents,FROZEN_V1.2.2
FLD-00351,SCR-LIST-002,ANDROID,App列表,表单输入,keyword,关键词,INPUT,string,TEXT_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,最多100字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,关键词筛选,关键词不符合要求,18,contentGetContents,FROZEN_V1.2.2
FLD-00352,SCR-LIST-002,ANDROID,App列表,表单输入,sort,排序,INPUT,string,TEXT_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,白名单排序字段，例如 createdAt:desc,排序不符合要求,19,contentGetContents,FROZEN_V1.2.2
FLD-00353,SCR-LIST-002,ANDROID,App列表,表单输入,contentType,内容类型,INPUT,string,SELECT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,枚举:PROJECT/APP/GROUP_CHAT/TEAM_LEADER,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,内容类型不符合要求,20,contentGetContents,FROZEN_V1.2.2
FLD-00354,SCR-LIST-002,ANDROID,App列表,表单输入,categoryCode,分类,INPUT,string,TEXT_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,分类不符合要求,21,contentGetContents,FROZEN_V1.2.2
FLD-00355,SCR-LIST-002,ANDROID,App列表,表单输入,regionCode,地区,INPUT,string,TEXT_INPUT,contentGetContents.request,可选；按业务条件或页面状态决定,执行“统一内容列表”且字段适用时显示,具备 登录 且资源状态允许,最多32字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,地区不符合要求,22,contentGetContents,FROZEN_V1.2.2
FLD-00356,SCR-LIST-002,ANDROID,App列表,主要内容,id,ID,DISPLAY,string,TEXT,contentGetContents.response.data.ContentResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,ID加载失败时显示字段级占位或隐藏,23,contentGetContents,FROZEN_V1.2.2
FLD-00357,SCR-LIST-002,ANDROID,App列表,主要内容,contentType,内容类型,DISPLAY,string,TEXT,contentGetContents.response.data.ContentResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,内容类型加载失败时显示字段级占位或隐藏,24,contentGetContents,FROZEN_V1.2.2
FLD-00358,SCR-LIST-002,ANDROID,App列表,主要内容,title,标题,DISPLAY,string,TEXT,contentGetContents.response.data.ContentResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,标题加载失败时显示字段级占位或隐藏,25,contentGetContents,FROZEN_V1.2.2
FLD-00359,SCR-LIST-002,ANDROID,App列表,主要内容,summary,摘要,DISPLAY,string,TEXT,contentGetContents.response.data.ContentResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,摘要加载失败时显示字段级占位或隐藏,26,contentGetContents,FROZEN_V1.2.2
FLD-00360,SCR-LIST-002,ANDROID,App列表,主要内容,description,详细说明,DISPLAY,string,TEXT,contentGetContents.response.data.ContentResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,HIGH,按数据分级展示部分掩码；导出执行更严格脱敏,,详细说明加载失败时显示字段级占位或隐藏,27,contentGetContents,FROZEN_V1.2.2
FLD-00361,SCR-LIST-002,ANDROID,App列表,主要内容,categoryCode,分类,DISPLAY,string,TEXT,contentGetContents.response.data.ContentResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,分类加载失败时显示字段级占位或隐藏,28,contentGetContents,FROZEN_V1.2.2
