领域,表名,字段顺序,字段名,建议类型,可空,默认值,索引建议,约束来源,计划版本,成熟度
后台,admin_mfa_methods,7,disabled_at,timestamptz,是,,,禁用时间,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,8,version,bigint,否,0,,乐观锁,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,9,created_at,timestamptz,否,now(),,创建时间,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,10,updated_at,timestamptz,否,now(),,更新时间,R01,FROZEN_V1.2.2
后台,admin_recovery_codes,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R01,FROZEN_V1.2.2
后台,admin_recovery_codes,2,admin_user_id,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),管理员,R01,FROZEN_V1.2.2
后台,admin_recovery_codes,3,code_hash,varchar(128),否,,UNIQUE,恢复码哈希,R01,FROZEN_V1.2.2
后台,admin_recovery_codes,4,used_at,timestamptz,是,,,使用时间,R01,FROZEN_V1.2.2
后台,admin_recovery_codes,5,expires_at,timestamptz,是,,INDEX,过期时间,R01,FROZEN_V1.2.2
后台,admin_recovery_codes,6,created_at,timestamptz,否,now(),,创建时间,R01,FROZEN_V1.2.2
后台,admin_login_logs,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R01,FROZEN_V1.2.2
后台,admin_login_logs,2,admin_user_id,bigint,是,,INDEX;FOREIGN KEY hhy.admin_users(id),管理员,R01,FROZEN_V1.2.2
后台,admin_login_logs,3,username_masked,varchar(128),是,,,脱敏账号,R01,FROZEN_V1.2.2
后台,admin_login_logs,4,event_type,varchar(64),否,,INDEX,事件类型,R01,FROZEN_V1.2.2
后台,admin_login_logs,5,result,varchar(32),否,,INDEX,结果,R01,FROZEN_V1.2.2
后台,admin_login_logs,6,failure_code,varchar(64),是,,INDEX,失败码,R01,FROZEN_V1.2.2
后台,admin_login_logs,7,ip,varchar(64),是,,INDEX,IP,R01,FROZEN_V1.2.2
后台,admin_login_logs,8,device_fingerprint,varchar(128),是,,INDEX,设备指纹,R01,FROZEN_V1.2.2
后台,admin_login_logs,9,request_id,varchar(64),是,,INDEX,请求ID,R01,FROZEN_V1.2.2
后台,admin_login_logs,10,created_at,timestamptz,否,now(),INDEX,创建时间,R01,FROZEN_V1.2.2
账务,accounting_reversal_requests,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,2,source_transaction_id,bigint,否,,INDEX;FOREIGN KEY hhy.accounting_transactions(id),原交易,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,3,approval_request_id,bigint,否,,UNIQUE;FOREIGN KEY hhy.admin_approval_requests(id),审批单,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,4,reason_code,varchar(64),否,,INDEX,原因代码,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,5,reason,text,否,,,详细原因,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,6,evidence_json,jsonb,是,'[]'::jsonb,,证据,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,7,status,varchar(32),否,'PENDING_APPROVAL',INDEX,状态,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,8,reversal_transaction_id,bigint,是,,UNIQUE;FOREIGN KEY hhy.accounting_transactions(id),反向交易,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,9,requested_by,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),申请人,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,10,version,bigint,否,0,,乐观锁,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,11,created_at,timestamptz,否,now(),INDEX,创建时间,R24,FROZEN_V1.2.2
账务,accounting_reversal_requests,12,updated_at,timestamptz,否,now(),,更新时间,R24,FROZEN_V1.2.2
风控,risk_rule_simulations,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,2,risk_rule_version_id,bigint,否,,INDEX;FOREIGN KEY hhy.risk_rule_versions(id),规则版本,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,3,sample_mode,varchar(32),否,,INDEX,样本方式,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,4,subject_type,varchar(64),否,,INDEX,主体类型,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,5,sample_hash,varchar(64),否,,INDEX,样本哈希,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,6,result_json,jsonb,否,'{}'::jsonb,,模拟结果,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,7,matched,boolean,否,false,INDEX,是否命中,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,8,score,"numeric(12,4)",是,,,风险分,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,9,recommended_action,varchar(64),是,,INDEX,建议动作,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,10,side_effect_free,boolean,否,true,CHECK(side_effect_free=true),无副作用,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,11,executed_by,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),执行人,R31,FROZEN_V1.2.2
风控,risk_rule_simulations,12,created_at,timestamptz,否,now(),INDEX,执行时间,R31,FROZEN_V1.2.2
通知,notification_delivery_attempts,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,2,delivery_id,bigint,否,,INDEX;FOREIGN KEY hhy.notification_deliveries(id),发送记录,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,3,attempt_no,integer,否,,"UNIQUE(delivery_id,attempt_no)",尝试序号,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,4,provider,varchar(64),否,,INDEX,供应商,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,5,provider_message_id,varchar(128),是,,INDEX,供应商消息ID,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,6,status,varchar(32),否,,INDEX,状态,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,7,failure_code,varchar(64),是,,INDEX,失败码,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,8,response_masked,jsonb,是,'{}'::jsonb,,脱敏响应,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,9,started_at,timestamptz,否,now(),,开始时间,R30,FROZEN_V1.2.2
通知,notification_delivery_attempts,10,finished_at,timestamptz,是,,,完成时间,R30,FROZEN_V1.2.2
后台,export_jobs,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R30,FROZEN_V1.2.2
后台,export_jobs,2,job_no,varchar(64),否,,UNIQUE,任务号,R30,FROZEN_V1.2.2
后台,export_jobs,3,export_type,varchar(64),否,,INDEX,导出类型,R30,FROZEN_V1.2.2
后台,export_jobs,4,status,varchar(32),否,'QUEUED',INDEX,状态,R30,FROZEN_V1.2.2
后台,export_jobs,5,filter_snapshot,jsonb,否,'{}'::jsonb,,筛选快照,R30,FROZEN_V1.2.2
后台,export_jobs,6,field_codes,jsonb,否,'[]'::jsonb,,字段白名单,R30,FROZEN_V1.2.2
后台,export_jobs,7,mask_policy,varchar(64),否,,INDEX,脱敏策略,R30,FROZEN_V1.2.2
后台,export_jobs,8,row_limit,integer,否,,CHECK(row_limit>0),最大行数,R30,FROZEN_V1.2.2
后台,export_jobs,9,purpose,text,否,,,用途,R30,FROZEN_V1.2.2
后台,export_jobs,10,approval_request_id,bigint,是,,INDEX;FOREIGN KEY hhy.admin_approval_requests(id),审批单,R30,FROZEN_V1.2.2
后台,export_jobs,11,created_by,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),创建人,R30,FROZEN_V1.2.2
后台,export_jobs,12,expires_at,timestamptz,是,,INDEX,产物过期,R30,FROZEN_V1.2.2
后台,export_jobs,13,version,bigint,否,0,,乐观锁,R30,FROZEN_V1.2.2
后台,export_jobs,14,created_at,timestamptz,否,now(),INDEX,创建时间,R30,FROZEN_V1.2.2
后台,export_jobs,15,updated_at,timestamptz,否,now(),,更新时间,R30,FROZEN_V1.2.2
后台,export_job_files,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R30,FROZEN_V1.2.2
后台,export_job_files,2,export_job_id,bigint,否,,INDEX;FOREIGN KEY hhy.export_jobs(id),导出任务,R30,FROZEN_V1.2.2
后台,export_job_files,3,media_object_id,bigint,否,,UNIQUE;FOREIGN KEY hhy.media_objects(id),私有文件,R30,FROZEN_V1.2.2
后台,export_job_files,4,file_name,varchar(255),否,,,文件名,R30,FROZEN_V1.2.2
后台,export_job_files,5,content_type,varchar(128),否,,,文件类型,R30,FROZEN_V1.2.2
后台,export_job_files,6,size_bytes,bigint,否,,CHECK(size_bytes>=0),大小,R30,FROZEN_V1.2.2
后台,export_job_files,7,sha256,varchar(64),否,,UNIQUE,校验和,R30,FROZEN_V1.2.2
后台,export_job_files,8,row_count,integer,否,0,CHECK(row_count>=0),行数,R30,FROZEN_V1.2.2
后台,export_job_files,9,expires_at,timestamptz,否,,INDEX,过期时间,R30,FROZEN_V1.2.2
后台,export_job_files,10,created_at,timestamptz,否,now(),,创建时间,R30,FROZEN_V1.2.2
后台,export_download_logs,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R30,FROZEN_V1.2.2
后台,export_download_logs,2,export_job_file_id,bigint,否,,INDEX;FOREIGN KEY hhy.export_job_files(id),文件,R30,FROZEN_V1.2.2
后台,export_download_logs,3,admin_user_id,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),下载人,R30,FROZEN_V1.2.2
后台,export_download_logs,4,token_hash,varchar(128),否,,UNIQUE,令牌哈希,R30,FROZEN_V1.2.2
后台,export_download_logs,5,purpose,text,否,,,下载目的,R30,FROZEN_V1.2.2
后台,export_download_logs,6,ip,varchar(64),是,,INDEX,IP,R30,FROZEN_V1.2.2
后台,export_download_logs,7,expires_at,timestamptz,否,,INDEX,令牌过期,R30,FROZEN_V1.2.2
后台,export_download_logs,8,used_at,timestamptz,是,,,使用时间,R30,FROZEN_V1.2.2
后台,export_download_logs,9,result,varchar(32),否,'ISSUED',INDEX,结果,R30,FROZEN_V1.2.2
后台,export_download_logs,10,request_id,varchar(64),是,,INDEX,请求ID,R30,FROZEN_V1.2.2
后台,export_download_logs,11,created_at,timestamptz,否,now(),INDEX,创建时间,R30,FROZEN_V1.2.2
